image_id,premise,hypothesis,hypothesis_syn,label
42690,Two similar motorcycles sit side by side in a parking space.,train,train.n.01,0
265490,A small shower in a bath room with a sink,trim,trim.n.01,1
478195,There is a blue vase with a bird decoration on it.,line,line.n.01,1
490311,A desk that is set up with a computer and a lamp.,clouds,cloud.n.01,0
233296,A airplane that is flying in the sky.,grass,grass.n.01,0
227689,A man riding a wave on a surfboard in the ocean.,wetsuit,,1
42690,Two similar motorcycles sit side by side in a parking space.,grass,,1
330824,A woman standing on a tennis court holding a racquet.,horse,horse.n.01,0
263362,A person is looking at a tall monument.,reflector,reflector.n.01,0
299923,An open mini-fridge filled with refreshments in a hotel room.,tile,tile.n.01,0
121461,Several cows laying down in a grassy field.,kite,kite.n.03,0
341981,There is a line of blue umbrellas on a beach,hotel,hotel.n.01,1
475370,A small boat is traveling down the river by the city.,sign,sign.n.02,1
109359,"A man snowboarding down a hill while wearing a coat, goggles and a hat.",pine tree,tree.n.01,1
432297,"A mirror, couch, coffee table, fireplace, chair and television sitting in a living room with two windows.",reflection,contemplation.n.02,0
496826,A sandwich sitting on a plate next to a large coffee cup.,sky,sky.n.01,0
37854,Sign for gas pump in front of a large building.,words,word.n.01,1
151979,A woman in a white and green tennis dress setting up her shot.,necklace,necklace.n.01,0
43431,The tennis players pause the action as a crowd looks on.,orange,,1
125042,A book on finance sitting on a bed.,picture,picture.n.01,0
569827,A truck travelling on the road near a house with a fence and trees. ,tire,tire.n.01,1
424303,A surfer rides a wave on a blue and yellow board.,surfboard,surfboard.n.01,1
110473,A doll house living room filed with furniture and a persian rug.,tea set,tea_service.n.01,1
383737,THERE IS A DOG THAT IS IN THE POOL WITH PEOPLE ,line,line.n.01,0
75423,A bus is shown in the mirror of a car.,text,text.n.01,0
80480,a tennis player with a racket near the net,downhill,downhill.n.01,0
97492,An office desk is filled with laptops and computer screens.,man,man.n.01,0
395500,2 trains at a station with 2 men on the side. ,couch,sofa.n.01,0
419001,People watching the performance of four elephants in the middle of a dirt arena.,wall,wall.n.01,1
438167,"A white plate topped with meat, rice and carrots.",frame,frame.n.01,0
549375,A rectangular piece of crust with a variety of vegetables on top.,jersey,new_jersey.n.01,0
74601,"A cat resting on a bed, with a light turned on, on the bedside table.",window,window.n.01,1
358836,A large couch out on the open street.,couch,sofa.n.01,1
466615,A woman in a purple dress paying a parking meter.,wallet,wallet.n.01,0
92714,A clean bathroom is dimly illuminated by a long light.,metal hook,,1
263770,There are trains and cars passing each other in different lanes,stand,base.n.08,0
439712,Woman with purple trench coat and umbrella walking on street.,window,window.n.01,1
160181,A young child sitting in a restaurant eating a donut.,case,case.n.01,0
192681,A giraffe has its face up to a rock wall enclosure.,stand,base.n.08,0
487167,"This double decker bus travels along the streets in Madrid, Spain.",street,street.n.01,1
348348,An elephant with tusks walking in the water with trees and bushes behind it.,wall,wall.n.01,0
453602,a mushroom and broccoli stir fry on a bed of rice,mushroom,mushroom.n.01,1
98233,Groups of people are flying kites in the cloudy sky.,umbrella,umbrella.n.01,0
315488,Many animals sit on the beach next to the ocean. ,clouds,cloud.n.01,1
385577,An elderly man guides an ox drawn cart up the street.,cabinet,cabinet.n.01,0
385734,Sheep with four horns stand in a grassy field.,letter,letter.n.01,0
318476,Two women standing next to each other in front of a group of saddles horses.,leash,leash.n.01,1
351855,A man who is reaching to hit a tennis ball with his racket.,leash,leash.n.01,0
388311,The bus driver is picking up people to bring them to their destinations,utility poles,,1
316194,A view of a bus sitting in front a small wooden statue.,fence,fence.n.01,1
65153,"View of part of wall of kitchen, with refrigerator, stove, overhead microwave, cabinets and counters.",handle,handle.n.01,1
363827,Several cars parked in front of a clock tower.,car,car.n.01,1
524981,A dog looks forwards on a boat. ,bicycle,bicycle.n.01,0
299004,a laptop in use on a wooden table outside,bloom,blooming.n.01,1
237726,A close up of a hotdog and some fries.,fry,child.n.01,1
465814,a person with an orange beanie taking a picture of a gray train,beanie,beanie.n.01,1
466265,Three stripped zebras are lined up eating hay.,zebra,zebra.n.01,0
24294,A dimly-lit bathroom with several cabinet drawers open.,logo,logo.n.01,0
133314,There is a giraffes standing in a field.,ear,ear.n.01,0
370405,A view from behind a park bench that's overlooking a marina.,bush,tree.n.01,1
348684,A man standing next to home plate holding a bat.,umpire,umpire.n.01,1
299498,A group of people on a field playing soccer.,tree,tree.n.01,1
273665,a bus that has a man with a scooter in hand,knife,knife.n.01,0
27646,A brown horse wearing a purple outfit on top of a green field.,dirt,soil.n.02,1
435885,A man parasails at the beach on a foggy day.,building,building.n.01,0
183100,A mass amount of tools are arranged on shelves.,wood,wood.n.01,0
537687,An adult stands near two small children in a toy car.,giraffe,giraffe.n.01,0
245062,A baseball player running to catch a ground ball,rails,railing.n.01,0
412661,A train stopped with its' doors open and people getting on.,cars,car.n.01,1
192669,An airplane begins to take off from the runway.,image,image.n.01,0
206001,Seven airplanes have smoke trailing from the back as they fly upwards.,jet,jet.n.01,1
292421,Two airplanes appear to be parked close to each other. ,shelf,shelf.n.01,0
494391,A man is sitting in a chair and watching a child fly a kite.,bathtub,bathtub.n.01,0
346196,Pair of adults playing tennis on court in chain linked enclosure.,man's,,1
8385,Antique luggage on a cart in front of an antique train.,vase,vase.n.01,0
197573,a vintage photo of a train station ,curb,curb.n.01,0
53719,A white car parked on top of a flooded street next to a  group of people.,barn,barn.n.01,0
518546,A train on the tracks outside of a building.,line,line.n.01,0
416648,a man cupping his face in his hand holding a book sitting in front of some doughnuts ,counter,counter.n.01,0
539797,Several people are using the sidewalk on this street.,trunk,trunk.n.01,0
161354,A bathroom vanity with a wood countertop and wood trim and white walls.,door,door.n.01,0
56892,A close up of catcher and umpire at home plate on baseball field with fence and people behind.,meat,meat.n.01,0
227269,A man swinging a tennis racket at a tennis ball. ,ball,ball.n.01,1
250351,"A bedroom area with a bed, two nigh stands and lights.",awning,awning.n.01,0
205266,A group of zebras in a fenced enclosure.,zebra,zebra.n.01,1
322349,A giraffe in an enclosure standing next to a tree.,branches,branch.n.01,1
68136,A cat is laying on top of a laptop computer.,wave,wave.n.01,0
58403,Two females sitting in front of a cake.,lid,eyelid.n.01,1
579491,The man is wearing a hat and sitting with his dog.,paws,paw.n.01,1
169883,A sign advertising where you can buy voodoo,person,person.n.01,0
184224,an image of a woman with two dogs with umbrellas,stone,rock.n.01,0
85179,people waiting for subway to stop on platform.,people,people.n.01,0
459465,Two sheep leaning on a wooden fence looking over the top.,wood,wood.n.01,1
20702,A woman feeding her baby hot dogs and french fries.,uniform,uniform.n.01,0
494285,A cat being petted by a girl in the mirror,lightening,lightening.n.01,0
38490,A group of giraffes standing together inside a fenced area.,mane,mane.n.01,0
172506,An elderly woman with a cake with candles on it. ,nose,nose.n.01,0
349817,an image of a man riding a blue horse wagon at the beach,legs,leg.n.01,1
416912,Man creating an large splash while kite surfing ,splash,splash.n.01,1
74232,Girls standing and brushing their teeth in a park.,cups,cup.n.01,1
201217,Two goats walking in a rocky and bare barnyard.,boat,boat.n.01,0
182048,A billboard with a man riding a surf board in the water.,large,ad.n.01,1
236057,A woman is laying the bed while a man sits next to her.,hand,hand.n.01,0
570783,A teddy bear in a helmet hanging from a bicycle handlebar.,garbage can,garbage.n.01,0
126255,Young basketball players run down the court in a game of basketball.,shoe,shoe.n.01,1
336954,People waiting at a buffet line to grab their food.,plate,plate.n.04,1
405179,BUS THAT LOOKS LIKE ITS FROM THE FUTURE JUST SITTING STILL,bus,bus.n.01,1
201873,A train following the track next to a station.,structure,structure.n.01,0
456422,A small teddy bear sitting in the handle of a suitcase.,tire,tire.n.01,0
572475,Giraffes mingle in the foreground of a large city.,chair,chair.n.01,0
568060,Pair of giraffes standing next to each other in front of a wooded area. ,eyes,eye.n.01,1
405316,A police officer rides a motorcycle in front of a building.,bushes,shrub.n.01,0
211217,A very long nicely set table in a big room filled with people.,fence,fence.n.01,0
315156,A cat poking its head through a hole in a backpack.,letter,letter.n.01,0
495266,A man standing on a  tennis court holding a racquet.,shoe,shoe.n.01,1
258710,A pizza on a white plate with onions on it.,cheese,cheese.n.01,1
495793,A beautiful young woman dressed up as a fairy in a white dress with wings.,ground,land.n.04,0
475743,A television with a psychedelic picture on it by a some book cases.,sheet,sheet.n.01,0
431977,A white stuffed bear sitting next to Halloween decorations.,handle,handle.n.01,0
282579,A sandwich and fries on a plate with vegetables stuck to it.,line,line.n.01,0
298591,A herd of elephants standing next to a large body of water.,batter,batter.n.01,0
409143,several wooly sheep grazing in the tall grass,sheep,sheep.n.01,1
51067,The man is standing next to the stop sign outside.,donut,doughnut.n.02,0
471376,The orange Frisbee is next to a figure made in the sand. ,person,person.n.01,1
367982,some baseball players are playing baseball on a field,wall,wall.n.01,0
508885,A nicely appointed bathroom with beautifully colored wooden walls,edge,edge.n.01,1
283199,a red white and brown bird on a wire and some apples,frisbee,frisbee.n.01,0
244983,a couple of trains sit parked on some gravel ,numbers,numeral.n.01,0
445477,A man holding a glass drinks a beverage.,tree,tree.n.01,0
74601,A bedroom lit by a lamp with a cat sleeping on the bed.,child,child.n.01,0
570205,A stuffed bear sitting in a chair with napkins and cup. ,window,window.n.01,1
465554,A four propeller airplane sits as a display on side of road.,plane,airplane.n.01,1
282738,"A man in a suit looks leans back confidently in a chair, with the cityscape in the background.",rock,rock.n.01,0
74088,A man riding a machine with a propeller in the ocean.,wave,,1
359162,An airplane in a dark and cloudy sky.  ,hand,hand.n.01,0
569154,The ship is far out to see but the camera was still able to snap a picture.,plastic,plastic.n.01,0
393290,A woman holding a pizza on a tray in a restaurant.,server,waiter.n.01,1
147775,A woman with long red hair packing herself into a suitcase.,suitcase,bag.n.06,1
21650,A man in shorts is on a skateboard on the street.,spot,topographic_point.n.01,0
228624,a man that is sitting next to some bananas,woman,woman.n.01,0
426482,Two zebras and a giraffe in a grassy area with trees.,woman,woman.n.01,0
416246,A stop sign at the side of a rural road.,grass,grass.n.01,1
64799,A woman trying to bite a taco that is dangling in front of her.,hat,hat.n.01,0
237142,a nice pot well molded on a table,shoe,shoe.n.01,0
553267,A young elephant holds its trunk on top of its head near landscaping.,lamp,lamp.n.01,0
363505,AN ELEGANT ENTRY WAY WITH ARCHED DOORWAYS AND GLASS AND A CLOCK ,letter,letter.n.01,0
441884,A young man in an intertube tied up to a bigger boat in the water.,arm,arm.n.01,1
303431,A woman in the kitchen with lots of food.,spectators,spectator.n.01,0
421661,The interior of a bathroom on an airplane,bat,bat.n.05,0
417802,a cat that is sitting on a desk next to a computer,hair,hair.n.01,0
389498,Two people taking a selfie by a lake with some buildings to the side. ,hole,hole.n.01,0
369653,a boy in glasses is reading a book,white segment,section.n.04,1
311763,A man with a backpack flies a kite.,scooter,water_scooter.n.01,0
492674,The back of a car is packed with luggage. ,ladder,ladder.n.01,0
192774,A person riding a motorcycle down the road.,eye,eye.n.01,0
551598,two stuffed bears are together on a bed spread,entrance,entrance.n.01,0
129254,The Big Ben clock tower illuminated at night in the city of London.,tree,tree.n.01,0
486030,a plane flying by on a sunny day,clouds,cloud.n.01,0
550066,A stuffed animal in a bag in a room.,tracks,path.n.04,0
64431,A person walking on the beach while the tide is out.,sand,sand.n.01,1
513908,A baby sleeps in the middle of some stuffed animals. ,eye,eye.n.01,1
534247,The black flower vase is full of white flowers,paper,paper.n.01,1
6520,A girl is holding a umbrella.Someone shorter than her took the picture. She isn't smiling.,animal,bear.n.01,0
522252,A row of ducks preen themselves on a dock.,bike,bicycle.n.01,0
276565,A street light with the light turned green ,building,building.n.01,1
362117,A television sits above a fireplace in a living room.,pillow,pillow.n.01,1
556485,A park bench is covered with rocks and debris with water in the background.,twig,branchlet.n.01,1
423354,Small boats and play areas line the shore of a canal.,reflection,contemplation.n.02,1
127644,two pieces of sewing and scissors sit on a plaid blanket,sheep,sheep.n.01,0
135920,A living room with a white dresser and a mirror on it.,floor,floor.n.01,1
562770,A neon outlined sign that is advertising luggage. ,moulding,molding.n.02,0
326373,A woman is skiing down the slope of a mountain.,wall,wall.n.01,0
214605,A female tennis player waiting for her opponent to serve.,white line,line.n.01,1
68167,The rail car travels above snow covered scenery.,snow,snow.n.01,1
103797,A couple resting on a bench after a motorcycle ride.,jeans,,1
518932,A man in a suit and tie holding a water bottle and people with cameras standing around him.,suit,suit.n.01,1
423354,Small boats and play areas line the shore of a canal.,couch,sofa.n.01,0
97503,A man is standing by the open door of an airplane.,shadow,shadow.n.01,0
326480,Three people stand in the street using their cell phones.,hat,hat.n.01,1
392033,Man and woman sitting on bench made from logs next to waterway.,tower,tower.n.01,0
270916,A man in a shirt and tie looks contemplative at the camera.,necktie,necktie.n.01,1
459799,A truck has two men in suits posing by it.,letters,text.n.01,1
419996,"candles, jars and toys on top of a dark wooden shelf",twig,branchlet.n.01,0
165945,A baseball player trying to catch a ball ,person,person.n.01,1
546581,A fire hydrant and two concrete supports next to it on each side.,black number,numeral.n.01,0
311007,A woman in a raincoat carrying an umbrella in the rain.,car,car.n.01,1
437951,a close up of two bears partially submerged in water,bears,bear.n.01,1
396880,A BIRD LOOKING AT THE GROUND IN A FOREST.,leaves,leaf.n.01,1
414639,A man is ready to swing a bat at a baseball game.,doors,door.n.01,0
320436,Several people sit together and chat on benches.,water bottle,water_bottle.n.01,1
67115,A black and white image of a group of giraffes.,market,market.n.01,0
415354,A man dressed in an outfit like a little girl.,carpet,rug.n.01,0
327695,Giraffes walking through a large field of grass.,leaves,leaf.n.01,0
459827,A white horse being controlled by a man on its side.,flag,flag.n.01,1
398225,a black and blue couch a light and a bed without sheets,black hair,hair.n.01,0
283278,intersection with stop signs between two buildings with parking,roof,roof.n.01,0
117016,Table set up with food and plates with a name tag.,plate,plate.n.04,1
520256,Meal of chicken and shrimp with vegetables on a plate.,sauce,sauce.n.01,1
536973,"a plate of food which contain smothered meat, potatoes and broccoli ",elephant,elephant.n.01,1
303431,A woman in the kitchen with lots of food.,measuring spoons,spoon.n.01,1
56850,There is a zebra and other animals that are standing together,shower,shower.n.01,0
52036,A little kid that is sitting on the ground.,ivy,ivy.n.01,0
193951,A tagged animal lying in hay and covered in wrapping.,hood,hood.n.08,1
381205,"Two whole pizzas are sitting on a table, one with cheese and meat and the other with cheese and vegetables. ",leg,leg.n.01,0
198560,A container vehicle stacked high with luggage and bags.,suitcase,bag.n.06,1
143621,A dessert on a plate on a table.,legs,leg.n.01,0
263036,A red train is traveling over an overpass. ,leaves,leaf.n.01,1
399165,A group of people on ski's in the snow.,wave,wave.n.01,0
104725,A bird sitting on the wooden dock of the pier. ,water,water.n.01,1
37864,A man on horseback riding down a neighborhood street.,pot,pot.n.01,0
103720,A three-layer cake with a photo of a couple in the shape of a heart.,curb,curb.n.01,0
425628,A cow standing up against a wooden fence near a woman and child.,shadow,shadow.n.01,1
544274,A cat standing on the back of the passenger seat in a car. ,windshield,windshield.n.01,0
216507,A large television on a stand displaying in a living room.,shelf,shelf.n.01,1
135244,a field that has some airplanes on it,stripes,band.n.04,1
61498,Three people playing tennis in a court area,frisbee,frisbee.n.01,0
223481,A grey car follows another grey car down a street lined with trees.,person,person.n.01,0
435452,A white sink sitting next to a bathtub in a bathroom.,towel rack,towel_rack.n.01,1
379399,"A room with close on the floor, bed and chair.",chair,chair.n.01,1
569250,A horse in a field of tall grass standing next to a sign.,horse,horse.n.01,1
96557,A maroon motorcycle parked alongside a car in the sun,wall,wall.n.01,0
530683,A woman in a black and white dress on a bicycle.,man,man.n.01,1
570518,"A broccoli, beans and hotdog in a plate and a bottle on the table.",spoon,spoon.n.01,1
404395,A man is playing a physical game in a living room.,wii game console,,1
119145,Signs on a busy street in New York.,street lamp,streetlight.n.01,1
224891,Giraffes walking in a an enclosure at a zoo.,button,button.n.01,0
110170,A man doing a trick on a skateboard at a skate park.,man,man.n.01,1
568060,There are two giraffes right next to each other.,bed,bed.n.01,0
209261,a modern train is pulling along the tracks. ,shadow,shadow.n.01,1
540326,A young boy playing video games on tv.,arm of sofa,arm.n.01,1
342851,A black dog sleeping on a pillow in a bed.,wall,wall.n.01,1
525025,An airplane is descending at an airport. ,ground,land.n.04,1
117119,A man rests on a boat while his dog sniffs the ground. ,wood,wood.n.01,0
447349,There are some stuffed bears arranged by some small trees,tree,tree.n.01,1
140044,Zebras and another animal mill about in a grass field. ,hair,hair.n.01,0
557628,Four people stand idly in the kitchen at a costume party.,man,man.n.01,1
145360,A man and woman sitting next to each other.,skirt,skirt.n.01,1
391254,Several people are standing together and one of them is holding a sign.,letter,letter.n.01,0
2892,A pretty lady in a blue shirt eating a fruit.,water,water.n.01,0
265080,"There is a batter, a catcher, and an umpire at home plate.",helmet,helmet.n.02,1
483837,A plate of pork and white rice with a plastic fork next to it.,rider,rider.n.01,0
143017,An assortment of fresh fruits on display at a fruit stand.,melons,melon.n.01,1
295310,Red and white boat on a lake during daytime.,window,window.n.01,1
48733,An umbrella is stuck into the sand at the beach.,dress,dress.n.01,1
20106,Two people who are herding a group of sheep.,sky,sky.n.01,0
556638,Giraffe at a zoo eating leaves out of a tall feeding pole.,holder,holder.n.01,0
575,A cat playing with a shoe in a grassy field.,sky,sky.n.01,0
307612,A mattress is sitting on a bedframe on the floor.,card,card.n.01,0
384261,there is a stuffed bear on top of a computer desk,couch,sofa.n.01,0
242290,a brown bear standing still in a field,animal,animal.n.01,0
421825,A painting of a small infant sleeping in a crib and another small infant holding an Asian designed umbrella over it with one hand and holding a rain umbrella in the other hand.,head,head.n.01,1
532351,Three flowers sitting side by side in a clear receptacle on the ground.,stem,root.n.03,1
415322,A conveyor belt topped with a pile of donuts.,writing,writing.n.01,1
227184,A blue and white vase filled with flowers.,wall,wall.n.01,1
562559,Broccoli and meat sitting on a plate next to a glass.,light,light.n.01,1
420380,Someones hand on their mouse beside a cup. ,barrier,barrier.n.01,1
577592,A large tall tower with a clock on the top.,old building,building.n.01,0
182765,Many decorative kites fly over crowds of people.,kite,kite.n.03,1
339844,A stop sign and a car on a city street.,chimney,chimney.n.01,0
27710,A group of animals that are in the grass.,person,person.n.01,0
8657,An older woman on a bus is using her phone.,metal,metallic_element.n.01,1
572781,A plane is silhouetted as it flies past clouds.,clouds,cloud.n.01,0
326978,Cattle grazing in a green field with trees.,ground,land.n.04,1
552571,A herd of wild animals grazing on a lush green landscape.,elephant,elephant.n.01,1
143510,A person cooking a dish on a frying pan covered in vegetables.,clouds,cloud.n.01,0
266827,A motor bike parked in a stationary position by some trees.,soldier,soldier.n.01,0
276597,a road that has some  cars on the road,street,street.n.01,1
70660,The owners of this home like it's rustic atmosphere.,spot,topographic_point.n.01,0
337262,A man riding a skateboard down a street.,ski lift,ski_tow.n.01,0
420028,a group of skiiers in front of snowy trees,beach,beach.n.01,0
111171,A small cat laying in a wooden crate,man,man.n.01,0
459429,A woman smiling while holding a yellow banana.,tree,tree.n.01,0
156823,two young sheep walk out in front of older ewe,glove,glove.n.02,0
66660,two giraffes in a large field with a sky in the background,tree,tree.n.01,1
76493,Two motorcycles parked overlooking water near mountains and town.,motorcycle,motorcycle.n.01,1
149616,Two men milking a cow on a farm.,leaves,leaf.n.01,1
524935,a table that has some doughnuts on it,man,man.n.01,0
401337,A woman walking through the city on the phone.,pink,,1
159456,"Traditional analog clock, Roman numerals, ""Le Cacheur Chateau Hierry"" on metallic blue stripped/curtain background.",drink,drink.n.01,0
176087,a truck parked on dirt ground with a sky background,handles,handle.n.01,1
388960,A view of cattle with mountains in the background,tree,tree.n.01,1
521203,A sail boat sails along in the ocean. ,man,man.n.01,0
296706,a bunch of zebras are running around in a field,tail,tail.n.01,1
134620,A white bus traveling past a park down a four lane street.,trees,tree.n.01,1
3967,A young woman taking a picture with her phone.,quilt,quilt.n.01,0
423423,A large long train on a steel track.,white clouds,cloud.n.01,1
88214,A young child sitting on top of  a toilet in a costume.,covering,covering.n.01,1
279430,a train on a train track with buildings in the back ground ,earring,earring.n.01,0
168774,Two kids eating a cake and have smeared it on their lips,pants,trouser.n.01,1
581881,A man leading a flock of sheep down a street.,background,background.n.02,0
535580,A close-up photo of a man riding a skateboard on the road.,clouds,cloud.n.01,0
459543,Acrobats performing a routine on a motorcycle in a parade.,stand,base.n.08,0
566670,The four images make a collage of windows and street signs.,sign,sign.n.02,0
495171,Two people stopped to talk in the snow with their skiis. ,colorless glass,glass.n.01,0
445517,Three cows stand and graze in a grassy field.,cow,,1
517998,A man is looking at a laptop computer.,sidewalk,sidewalk.n.01,0
192077,A herd of sheep walking across a road in the wilderness.,snow,snow.n.01,1
555639,A group of people playing Frisbee out at the park.,man,man.n.01,1
457011,A man rides a beautiful black stallion in the snow.,tree,tree.n.01,0
101240,Three sheep lay on a country lane while a fourth stands.,ground,land.n.04,1
29189,a man looking at books while walking his dog,tail,tail.n.01,1
383987,Orange commuter train passing near plowed farm field.,cloud,cloud.n.01,1
381854,a black gray and white cat some food and white tiles,door,door.n.01,1
459212,A black and white photo of a boardwalk at night.,pole,pole.n.01,1
251256,A plane parked near many cargo loading carts.,light pole,pole.n.01,1
272803,Two baby elephants are standing near a gate.,ear,ear.n.01,1
548384,Baseball players on the field while one throws a bat. ,shirt,shirt.n.01,1
150948,A group of fake bunnies sit on small trays holding food. ,rabbit,rabbit.n.01,1
406530,Some stuffed animals are displayed in a blue shelf.,box,box.n.01,0
93866,One Zebra laying in the sand and another Zebra walking away from the first one..,kite,kite.n.03,0
223534,A man flying through the air while riding skis.,man,man.n.01,1
468276,A meal on a paper plate with plastic silverware,bacon,bacon.n.01,1
314051,Two cows in a field with one laying down.,electric lamp,lamp.n.01,0
214320,a giraffe in a field of tall grass near trees,tile,tile.n.01,0
314497,A close up of a fork and a piece of cake.,blue plate,plate.n.04,1
203306,A split picture shows a woman and a dog.,logo,germanium.n.01,0
40593,Many boats are in the calm water near a bridge.,roof,roof.n.01,0
104023,a girl in the ocean holding a surf board.,hair,hair.n.01,1
3517,A white bird standing on beach with water coming in.,head,head.n.01,1
110019,"A long table with a white table cloth is covered with desert dishes, plates, cupts and fruit.",suitcase,bag.n.06,0
47983,Zebras and giraffes standing in a field next to a structure. ,pole,pole.n.01,0
81811,A huge blue kite flies in the air while a green kite is still on the beach while several people stand on the stand.,black key,key.n.01,0
116204,A group of cows who are gathered together outside,counter,counter.n.01,0
46042,A person wearing skis lays in the snow with their legs up.,jacket,jacket.n.01,1
87214,Woman takes a selfie in shades while people behind her are on skis,bristles,bristle.n.01,0
158607,A young man is doing a trick with a skateboard. ,snowboard,snowboard.n.01,0
141586,there is a baseball player at bat at the game,home plate,home_plate.n.01,1
481943,A cow standing on a dry grass field near trees.,white shorts,short_pants.n.01,0
225210,A man rides his surfboard in the ocean and catches a wave.,surfboard,surfboard.n.01,1
523306,Couple riding atop an elephant in misty highlands.,elephant,elephant.n.01,1
197629,a person taking a photo of a kite in the sky,trees,tree.n.01,0
116824,FOUR  GOATS IN THE FENCE AND ALL OF THEM TURNED SIDEWAYS WITH WHITE FUR AND BLACK LEGS,part of water ground,part.n.01,0
338289,A pizza is cooking in the hot oven.,ham,ham.n.01,1
241565,A skier in a panda hat poses for the camera.,person,,1
528018,"A man and his cat sit at a messy desk, surrounded by manuscript pages.",cat,cat.n.01,1
230273,A white airplane on the ground on a runway.,part,part.n.01,1
492166,an old man and another skier skiing down a slope,eye,eye.n.01,0
360313,A large swimming pool filled with water next to a hotel.,roof,roof.n.01,1
567847,The truck has been vandalized on the city streets. ,shadow,shadow.n.01,1
557118,"Man skiing downhill in front of snowy woods
",jacket,jacket.n.01,1
287236,A disembodied hand holds up a cellphone to take a picture of something on stage.,lights,light.n.02,1
27216,A plate of tortillas with lettuce and tomatoes.,building,building.n.01,0
484369,A teddy bear is attached to the blanket,flower,flower.n.01,1
359951,A plate of food with lemon wedges on the plate and on the table. ,piece,piece.n.01,1
408266,Sad looking boy on table folding pizza in hands,hair,hair.n.01,1
80448,Three uniformed baseball players positioned at home plate.,umpire,umpire.n.01,1
215577,A hand holding a cronut with a bite taken out of it.,shelves,shelf.n.01,0
349408,A buffalo and her calf in a field. ,bull,bull.n.01,1
174806,A large clock on a brick building reading 3:14.,pool,pool.n.01,0
445103,A pair of green and yellow scissors on top of paper.,horse,horse.n.01,0
501957,A blue station wagon parked in front of a house.,brick,brick.n.01,1
414022,A stop sign is at an empty corner by windmills.,baseball,baseball.n.01,0
487245,Street signs are posted on top of a Stop sign.,shirt,shirt.n.01,0
560391,A table full of assorted fruits and vegetable for sale.,flowers,flower.n.01,1
15944,Four different plates that have food on a table.,spoon,spoon.n.01,1
248464,Blue street sign near brick posts and mulch.,signpost,signpost.n.01,1
411603,The brightly colored truck is parked near the tables.,leaf,leaf.n.01,0
61850,Many birds flying together in a swarm over water.,shirt,shirt.n.01,0
109363,a bird flying by a plane in the sky ,tail,tail.n.01,1
244585,A time lapse photo of a snowboarder performing a jump.,trail,trail.n.01,1
85659,A women standing outside in the winter talking on her cell phone.,counter,counter.n.01,0
373476,A person sitting on a couch with a laptop.,laptop,laptop.n.01,1
63081,A living room filled with furniture and a small TV.,floor,floor.n.01,1
134779,A brick building with a clock tower next to a street.,snow,snow.n.01,1
340081,Several surfers are on a beach with boards in tow.,reflection,contemplation.n.02,0
460896,A man in a suit and tie eating breakfast.,man,man.n.01,0
372558,a couple of boats sit parked on a beach ,ocean,ocean.n.01,1
155735,there is a young girl that is wearing two different sneakers,pile,pile.n.01,0
82508,A person holds a surfboard and stands on the sand at a beach.,building,building.n.01,0
322892,a large air plane on a run way,tape,tape.n.01,1
390000,A red bus starts to pull over on a street corner. ,vending machine,machine.n.01,0
264170,a surfer wearing a wet suit is surfing,pen,pen.n.01,0
197305,a outside lawn with  two tables and two white tents ,post,post.n.01,0
457560,A cat standing on a toilet in a bathroom.,rug,rug.n.01,1
246467,A person is riding down a very snowy hill ,lift chair,,1
482841,A cat nestled up in a bathroom sink.,moss,moss.n.01,0
65457,A cat laying in a sink near products.,tail,tail.n.01,1
520703,A man on a motorcycle leaning into a turn speeding down a race track.,man,man.n.01,0
34779,A row of different motorcycles and people looking at them. ,lady,lady.n.01,1
550660,An elephant painting a picture with it's trunk.,salami,salami.n.01,0
253871,A tall clock tower sitting on at the end of a street.,people,people.n.01,0
24551,Four baseball players are standing in the outfield.,sunglasses,sunglasses.n.01,1
289352,A man with a beard walks in front of a bus.,clouds,cloud.n.01,0
546228,A dog is sticking his head out of a car window.,post,post.n.01,0
212381,White tiled wall bathroom with modern sink using old style faucet.,hair,hair.n.01,0
121589,A WOMAN AT THE BEACH HOLDING AN OPEN UMBRELLA,beach,beach.n.01,1
403080,A close up view of a person wearing a black tie.,tree,tree.n.01,0
316214,a person riding a surf board in the air,surfer,surfer.n.01,1
489123,A small white plane sitting on top of a sandy beach.,ground,land.n.04,0
420146,A man standing in front of a pile of sandwiches.,sandwich,sandwich.n.01,1
22578,An animal sits in the grass by the fence.,sheep,sheep.n.01,1
117958,"Two zebras peer at a tin pan, as they stand inside an enclosed area",wheel,wheel.n.01,0
140008,a school bus as seen through a side mirror of a vehicle,reflection,contemplation.n.02,0
244476,a child on a table eating cake on a plate,red stripe,band.n.04,1
553130,Chairs and umbrellas that are sitting near the water.,people,people.n.01,1
133137,A single cow that is walking down a dirt road.,pepperoni,pepperoni.n.01,0
306913,a small group of people sitting together on a bench,wristwatch,wristwatch.n.01,1
373487,A truck inside a boat driving down the street.,vehicle,vehicle.n.01,1
324626,Two men are looking at something on a phone while sitting on stone steps.,staircase,stairway.n.01,1
408266,Sad looking boy on table folding pizza in hands,snow,snow.n.01,0
163387,A group of men walking across a street near tall buildings.,vending machine,machine.n.01,1
326978,A young calf suckles from its mother as they graze with other cows.,shorts,short_pants.n.01,0
29482,a man that is jumping on a skateboard,sky,sky.n.01,1
97530,A man sits an inspects his photography rquipment,case,case.n.01,1
153666,stop light and guard rail at the intersection by apartments.,wires,wire.n.01,1
