,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.label,Input.prompt,Answer.semantic-similarity.label,Approve,Reject
28,363A7XIFV5RF7D5Q3QOIH31KWZ0VAD,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3GU1KF0O4K6A8NBGDUKHV6ST6XCPBA,3,Submitted,Wed Jan 16 14:38:40 PST 2019,Wed Jan 16 14:42:04 PST 2019,Sat Jan 19 14:42:04 PST 2019,,,,204,0% (0/0),0% (0/0),0% (0/0),"A red, white and blue boat anchored with others in shallow water.","A boat is parked near a pier or dock. The boat is white, has blue and red stripes going the long way around it and has some wooden areas on it. The boat is parked right next to a small white boat that has orange and red stripes on it. There is another boat next to the main boat that pretty much looks exactly the same.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
29,363A7XIFV5RF7D5Q3QOIH31KWZ0VAD,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3U5JL4WY5MEVWXSYK6KBH58QY444X7,11,Submitted,Wed Jan 16 14:37:29 PST 2019,Wed Jan 16 14:41:57 PST 2019,Sat Jan 19 14:41:57 PST 2019,,,,268,0% (0/0),0% (0/0),0% (0/0),"A red, white and blue boat anchored with others in shallow water.","A boat is parked near a pier or dock. The boat is white, has blue and red stripes going the long way around it and has some wooden areas on it. The boat is parked right next to a small white boat that has orange and red stripes on it. There is another boat next to the main boat that pretty much looks exactly the same.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
30,36AZSFEYZ55KQNAI94OECELQEHLVB8,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,31JLPPHS2WZNKSV2J1SWONPR803O31,0,Submitted,Wed Jan 16 14:40:08 PST 2019,Wed Jan 16 14:48:58 PST 2019,Sat Jan 19 14:48:58 PST 2019,,,,530,0% (0/0),0% (0/0),0% (0/0),A white plate topped with a sandwich and a salad.,The food is on the plate. The plate is white. Sandwiches are on the plate. The sandwiches are toasted. Beside the sandwich is a small bowl of salad. The salad have small bowl of ranch. The bowl is silver and small. A slice of pickle is on the side of the plate. The plate is on the table. The table is wooden and brown.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
31,36AZSFEYZ55KQNAI94OECELQEHLVB8,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,33JKGHPFYEZ6OT30O4XY5XYSIHFNM1,3,Submitted,Wed Jan 16 14:39:57 PST 2019,Wed Jan 16 14:46:43 PST 2019,Sat Jan 19 14:46:43 PST 2019,,,,406,0% (0/0),0% (0/0),0% (0/0),A white plate topped with a sandwich and a salad.,The food is on the plate. The plate is white. Sandwiches are on the plate. The sandwiches are toasted. Beside the sandwich is a small bowl of salad. The salad have small bowl of ranch. The bowl is silver and small. A slice of pickle is on the side of the plate. The plate is on the table. The table is wooden and brown.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
32,36AZSFEYZ55KQNAI94OECELQEHLVB8,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,36DSNE9QZ73Y56XRMMKJ4U6G4XPOJD,18,Submitted,Wed Jan 16 14:40:26 PST 2019,Wed Jan 16 14:41:28 PST 2019,Sat Jan 19 14:41:28 PST 2019,,,,62,0% (0/0),0% (0/0),0% (0/0),A white plate topped with a sandwich and a salad.,The food is on the plate. The plate is white. Sandwiches are on the plate. The sandwiches are toasted. Beside the sandwich is a small bowl of salad. The salad have small bowl of ranch. The bowl is silver and small. A slice of pickle is on the side of the plate. The plate is on the table. The table is wooden and brown.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
33,36GJS3V78WV7Q9IZ8129A11TZ76GJP,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3CN4LGXD5ZTKW2I8P26D0JFZ0AY4YD,15,Submitted,Wed Jan 16 14:37:39 PST 2019,Wed Jan 16 14:41:24 PST 2019,Sat Jan 19 14:41:24 PST 2019,,,,225,0% (0/0),0% (0/0),0% (0/0),A man in a parade has red and white face and umbrella.,"A man with his face painted red and white has a red and white small umbrella attached to his head. He has a phone in his hand, which he is holding by his ear. He also has a red and white scarf around his neck and a red and white cape. His shirt and pants are black. Behind the man are people gathered on the street, standing around. ",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
34,36GJS3V78WV7Q9IZ8129A11TZ76GJP,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3JRJSWSMQJQ181IDPNP0JBVD4YY3ED,12,Submitted,Wed Jan 16 14:40:07 PST 2019,Wed Jan 16 14:40:41 PST 2019,Sat Jan 19 14:40:41 PST 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),A man in a parade has red and white face and umbrella.,"A man with his face painted red and white has a red and white small umbrella attached to his head. He has a phone in his hand, which he is holding by his ear. He also has a red and white scarf around his neck and a red and white cape. His shirt and pants are black. Behind the man are people gathered on the street, standing around. ",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
35,36GJS3V78WV7Q9IZ8129A11TZ76GJP,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3OXV7EAXLGVXVMPYJ5627N30N0A63V,2,Submitted,Wed Jan 16 14:40:01 PST 2019,Wed Jan 16 14:44:12 PST 2019,Sat Jan 19 14:44:12 PST 2019,,,,251,0% (0/0),0% (0/0),0% (0/0),A man in a parade has red and white face and umbrella.,"A man with his face painted red and white has a red and white small umbrella attached to his head. He has a phone in his hand, which he is holding by his ear. He also has a red and white scarf around his neck and a red and white cape. His shirt and pants are black. Behind the man are people gathered on the street, standing around. ",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
36,36QZ6V158AIJUU2KF0046HT74YYSUH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,323Q6SJS8KL88NP8ZJY85NHNZ4VHFG,13,Submitted,Wed Jan 16 14:41:59 PST 2019,Wed Jan 16 14:45:06 PST 2019,Sat Jan 19 14:45:06 PST 2019,,,,187,0% (0/0),0% (0/0),0% (0/0),Two young men sitting on a touch reading a book together.,"Two men are sitting together on a couch. The man on the left has dark pants, a dark shirt, and dark shoes on his feet. The shoes have gold metal on them. The man has dark brown hair and is holding an e-reader. The man on the right is wearing gray pants and a light colored shirt. He has white socks on and no shoes. He wears glasses and has blonde hair.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
37,36QZ6V158AIJUU2KF0046HT74YYSUH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,3VAR3R6G1R69LP18VINSF4X2OMVO8T,5,Submitted,Wed Jan 16 14:40:14 PST 2019,Wed Jan 16 14:47:05 PST 2019,Sat Jan 19 14:47:05 PST 2019,,,,411,0% (0/0),0% (0/0),0% (0/0),Two young men sitting on a touch reading a book together.,"Two men are sitting together on a couch. The man on the left has dark pants, a dark shirt, and dark shoes on his feet. The shoes have gold metal on them. The man has dark brown hair and is holding an e-reader. The man on the right is wearing gray pants and a light colored shirt. He has white socks on and no shoes. He wears glasses and has blonde hair.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
38,36QZ6V158AIJUU2KF0046HT74YYSUH,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,3ZSY5X72NZGF3UG4URTS6LS7EEJOR5,0,Submitted,Wed Jan 16 14:38:49 PST 2019,Wed Jan 16 14:42:51 PST 2019,Sat Jan 19 14:42:51 PST 2019,,,,242,0% (0/0),0% (0/0),0% (0/0),Two young men sitting on a touch reading a book together.,"Two men are sitting together on a couch. The man on the left has dark pants, a dark shirt, and dark shoes on his feet. The shoes have gold metal on them. The man has dark brown hair and is holding an e-reader. The man on the right is wearing gray pants and a light colored shirt. He has white socks on and no shoes. He wears glasses and has blonde hair.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
39,371Q3BEXDIE0GTWULNZCN98M6GDSZ6,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3IQ1VMJRYVPKXQQHQROOE588JBAA96,13,Submitted,Wed Jan 16 14:40:38 PST 2019,Wed Jan 16 14:42:31 PST 2019,Sat Jan 19 14:42:31 PST 2019,,,,113,0% (0/0),0% (0/0),0% (0/0),Two parking meters one covered with a blue cover,"A metal pole with two parking meters on it is sitting in a parking lot in front of a building at what appears to be a park. The meter on the right has a blue bag covering it with red ""P"" with a  circle and a line through it. The meter on the left has one hour left on it. The parking lot is dirt, and on the left there is a visible tire track.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
40,371Q3BEXDIE0GTWULNZCN98M6GDSZ6,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3ITXP059PYOD3YPKT31SOZGH1MTJS6,2,Submitted,Wed Jan 16 14:41:58 PST 2019,Wed Jan 16 14:49:02 PST 2019,Sat Jan 19 14:49:02 PST 2019,,,,424,0% (0/0),0% (0/0),0% (0/0),Two parking meters one covered with a blue cover,"A metal pole with two parking meters on it is sitting in a parking lot in front of a building at what appears to be a park. The meter on the right has a blue bag covering it with red ""P"" with a  circle and a line through it. The meter on the left has one hour left on it. The parking lot is dirt, and on the left there is a visible tire track.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
41,371Q3BEXDIE0GTWULNZCN98M6GDSZ6,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3JW0YLFXRVLSGZ6SK7U8AEDA9VXWWS,18,Submitted,Wed Jan 16 14:40:30 PST 2019,Wed Jan 16 14:42:17 PST 2019,Sat Jan 19 14:42:17 PST 2019,,,,107,0% (0/0),0% (0/0),0% (0/0),Two parking meters one covered with a blue cover,"A metal pole with two parking meters on it is sitting in a parking lot in front of a building at what appears to be a park. The meter on the right has a blue bag covering it with red ""P"" with a  circle and a line through it. The meter on the left has one hour left on it. The parking lot is dirt, and on the left there is a visible tire track.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
42,371QPA24C3T40XO12CVA5KKWVKET17,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,37C0GNLMHH8VDERVCUCEKWPCEDZ6DT,8,Submitted,Wed Jan 16 14:40:09 PST 2019,Wed Jan 16 14:40:21 PST 2019,Sat Jan 19 14:40:21 PST 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),A group of boats floating down a river in a city.,"A woman holding a purple umbrella and wearing a black coat and a gray scarf walks down a street on a rainy day. next to her walks a taller man in a black hoodie, and a striped Puma scull hat. Another man stands in the distance and holds a light colored umbrella.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,1 - Not At All,,
43,371QPA24C3T40XO12CVA5KKWVKET17,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3BXQMRHWK13JJJN9L59KJSQMQD8MUS,3,Submitted,Wed Jan 16 14:38:50 PST 2019,Wed Jan 16 14:43:02 PST 2019,Sat Jan 19 14:43:02 PST 2019,,,,252,0% (0/0),0% (0/0),0% (0/0),A group of boats floating down a river in a city.,"A woman holding a purple umbrella and wearing a black coat and a gray scarf walks down a street on a rainy day. next to her walks a taller man in a black hoodie, and a striped Puma scull hat. Another man stands in the distance and holds a light colored umbrella.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
44,371QPA24C3T40XO12CVA5KKWVKET17,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3PQ8K71NHZPY290MIX2OA0JSPTRAAK,11,Submitted,Wed Jan 16 14:37:50 PST 2019,Wed Jan 16 14:45:46 PST 2019,Sat Jan 19 14:45:46 PST 2019,,,,476,0% (0/0),0% (0/0),0% (0/0),A group of boats floating down a river in a city.,"A woman holding a purple umbrella and wearing a black coat and a gray scarf walks down a street on a rainy day. next to her walks a taller man in a black hoodie, and a striped Puma scull hat. Another man stands in the distance and holds a light colored umbrella.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
45,372AGES0I5AZAJW25GBM0ENFCEWXRQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3DPNQGW4LNKIDI82JJBLHSV610646E,5,Submitted,Wed Jan 16 14:40:33 PST 2019,Wed Jan 16 14:48:37 PST 2019,Sat Jan 19 14:48:37 PST 2019,,,,484,0% (0/0),0% (0/0),0% (0/0),a bunch of different foods are layed out on a table,There is a black tray on top of a white table. There are two cups on top of the tray. There is a white bowl with a soup in it next to a white plate that has eggs and a biscuit on it.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
46,372AGES0I5AZAJW25GBM0ENFCEWXRQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3EFVCAY5L5EVKEABF5VN78GGPSM8JV,19,Submitted,Wed Jan 16 14:39:44 PST 2019,Wed Jan 16 14:39:54 PST 2019,Sat Jan 19 14:39:54 PST 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),a bunch of different foods are layed out on a table,There is a black tray on top of a white table. There are two cups on top of the tray. There is a white bowl with a soup in it next to a white plate that has eggs and a biscuit on it.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
47,372AGES0I5AZAJW25GBM0ENFCEWXRQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3GLB5JMZFZ0XA7G1O7L0WN218R2GD5,13,Submitted,Wed Jan 16 14:40:31 PST 2019,Wed Jan 16 14:45:39 PST 2019,Sat Jan 19 14:45:39 PST 2019,,,,308,0% (0/0),0% (0/0),0% (0/0),a bunch of different foods are layed out on a table,There is a black tray on top of a white table. There are two cups on top of the tray. There is a white bowl with a soup in it next to a white plate that has eggs and a biscuit on it.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
48,37M4O367VKNZBKZ0U2WAMW2LDSO5M1,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:17 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:17 PST 2019,,,31EUONYN2X87W1XL3BY27IHAZKWOVY,0,Submitted,Wed Jan 16 14:38:15 PST 2019,Wed Jan 16 14:38:57 PST 2019,Sat Jan 19 14:38:57 PST 2019,,,,42,0% (0/0),0% (0/0),0% (0/0),"A baby sitting in chair, eating steamed broccoli.","A pile of vegetables sits on a black counter top. There is a yellow wall behind the counter. On the counter is cucumbers, kale and heads of broccoli.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
49,37M4O367VKNZBKZ0U2WAMW2LDSO5M1,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:17 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:17 PST 2019,,,3SEPORI8WP4Z3H8UUPINRTA1YEZAZM,8,Submitted,Wed Jan 16 14:40:24 PST 2019,Wed Jan 16 14:40:32 PST 2019,Sat Jan 19 14:40:32 PST 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),"A baby sitting in chair, eating steamed broccoli.","A pile of vegetables sits on a black counter top. There is a yellow wall behind the counter. On the counter is cucumbers, kale and heads of broccoli.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
50,37M4O367VKNZBKZ0U2WAMW2LDSO5M1,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:17 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:17 PST 2019,,,3TYCR1GOTEOGZ0ZYRG7D07QCSQXLZE,16,Submitted,Wed Jan 16 14:37:57 PST 2019,Wed Jan 16 14:38:36 PST 2019,Sat Jan 19 14:38:36 PST 2019,,,,39,0% (0/0),0% (0/0),0% (0/0),"A baby sitting in chair, eating steamed broccoli.","A pile of vegetables sits on a black counter top. There is a yellow wall behind the counter. On the counter is cucumbers, kale and heads of broccoli.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
51,37MQ8Z1JQF17645RVMINIKMG2SB2YN,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,317HQ483I9XKSAD93PZ6D4RB18VING,20,Submitted,Wed Jan 16 14:38:54 PST 2019,Wed Jan 16 14:39:27 PST 2019,Sat Jan 19 14:39:27 PST 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),a young boy riding skis down a snow covered slope.,There is a child on skis holding two ski poles. There is a helmet on top of a kisd head. The kid is wearing jean coveralls and a shirt. There is a man standing to the left of him. There are many tracks in the snow covered ground.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
52,37MQ8Z1JQF17645RVMINIKMG2SB2YN,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3CFVK00FWNQEBQFNPBA239XHNM0L6N,9,Submitted,Wed Jan 16 14:38:32 PST 2019,Wed Jan 16 14:38:50 PST 2019,Sat Jan 19 14:38:50 PST 2019,,,,18,0% (0/0),0% (0/0),0% (0/0),a young boy riding skis down a snow covered slope.,There is a child on skis holding two ski poles. There is a helmet on top of a kisd head. The kid is wearing jean coveralls and a shirt. There is a man standing to the left of him. There are many tracks in the snow covered ground.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
53,37MQ8Z1JQF17645RVMINIKMG2SB2YN,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3I33IC7ZWH79X65I5I994I0UD5ZA2D,11,Submitted,Wed Jan 16 14:37:36 PST 2019,Wed Jan 16 14:42:59 PST 2019,Sat Jan 19 14:42:59 PST 2019,,,,323,0% (0/0),0% (0/0),0% (0/0),a young boy riding skis down a snow covered slope.,There is a child on skis holding two ski poles. There is a helmet on top of a kisd head. The kid is wearing jean coveralls and a shirt. There is a man standing to the left of him. There are many tracks in the snow covered ground.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
54,37NXA7GVSUBW3WWU0HD8QHHVQBZLVL,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,37C0GNLMHH8VDERVCUCEKWPCEDYD6Z,0,Submitted,Wed Jan 16 14:38:33 PST 2019,Wed Jan 16 14:40:12 PST 2019,Sat Jan 19 14:40:12 PST 2019,,,,99,0% (0/0),0% (0/0),0% (0/0),Two young men sitting on a touch reading a book together.,A woman is sitting at a brown wooden table. She is leaning on a wooden wall and above that the wall is painted yellow. The woman is wearing a gray sweater that has two buttons by the neck. She is wearing glasses on her face and is looking at her small cell phone. Her hair is up and her bangs are on her forehead. There is another woman with glasses next to her.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
55,37NXA7GVSUBW3WWU0HD8QHHVQBZLVL,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3FFJ6VRIL3TH7EL22JX82SVYTFL0IO,8,Submitted,Wed Jan 16 14:39:39 PST 2019,Wed Jan 16 14:39:53 PST 2019,Sat Jan 19 14:39:53 PST 2019,,,,14,0% (0/0),0% (0/0),0% (0/0),Two young men sitting on a touch reading a book together.,A woman is sitting at a brown wooden table. She is leaning on a wooden wall and above that the wall is painted yellow. The woman is wearing a gray sweater that has two buttons by the neck. She is wearing glasses on her face and is looking at her small cell phone. Her hair is up and her bangs are on her forehead. There is another woman with glasses next to her.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
56,37NXA7GVSUBW3WWU0HD8QHHVQBZLVL,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3XCC1ODXDNGIO6TK94LWVQN7TF1RQG,21,Submitted,Wed Jan 16 14:38:51 PST 2019,Wed Jan 16 14:39:00 PST 2019,Sat Jan 19 14:39:00 PST 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),Two young men sitting on a touch reading a book together.,A woman is sitting at a brown wooden table. She is leaning on a wooden wall and above that the wall is painted yellow. The woman is wearing a gray sweater that has two buttons by the neck. She is wearing glasses on her face and is looking at her small cell phone. Her hair is up and her bangs are on her forehead. There is another woman with glasses next to her.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
